,year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,self_made,wealth_status
14,2024,4,15,99.5,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,70.0,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],False,Increased
15,2024,4,16,91.0,Dell,Michael,Michael Dell,1965-02-23,59.0,Male,United States,United States,Austin,Technology,['Technology'],True,Increased
16,2024,4,17,84.0,Adani,Gautam,Gautam Adani,1962-06-24,61.0,Male,India,India,Ahmedabad,Diversified,['Diversified'],True,Increased
17,2024,4,18,78.4,Walton,Jim,Jim Walton & family,1948-06-07,75.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],False,Increased
18,2024,4,19,77.4,Walton,Rob,Rob Walton & family,1944-10-27,79.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],False,Increased
19,2024,4,20,77.0,Huang,Jensen,Jensen Huang,1963-02-17,61.0,Male,United States,United States,Los Altos,Technology,['Technology'],True,Increased
20,2024,4,21,72.3,Walton,Alice,Alice Walton,1949-10-07,74.0,Female,United States,United States,Fort Worth,Fashion & Retail,['Fashion & Retail'],False,Increased
21,2024,4,22,67.8,Thomson,David,David Thomson & family,1957-06-12,66.0,Male,Canada,Canada,Toronto,Media & Entertainment,['Media & Entertainment'],False,Increased
22,2024,4,23,64.3,Koch,Julia,Julia Koch & family,1962-04-12,61.0,Female,United States,United States,New York,Diversified,['Diversified'],False,Increased
23,2024,4,24,62.3,Zhong,Shanshan,Zhong Shanshan,1954-12-01,69.0,Male,China,China,Hangzhou,Food & Beverage,['Food & Beverage'],True,Decreased
24,2024,4,25,58.5,Koch,Charles,Charles Koch & family,1935-11-01,88.0,Male,United States,United States,Wichita,Diversified,['Diversified'],False,Decreased
25,2024,4,26,43.8,Ferrero,Giovanni,Giovanni Ferrero,1964-09-21,59.0,Male,Italy,Belgium,Brussels,Food & Beverage,['Food & Beverage'],False,Increased
26,2024,4,27,43.4,Pangestu,Prajogo,Prajogo Pangestu,1944-05-13,79.0,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],False,Increased
27,2024,4,27,43.4,Zhang,Yiming,Zhang Yiming,1984-01-01,40.0,Male,China,Singapore,Singapore,Technology,['Technology'],True,Decreased
28,2024,4,29,42.8,Yanai,Tadashi,Tadashi Yanai & family,1949-02-07,75.0,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],True,Increased
29,2024,4,30,40.9,Knight,Phil,Phil Knight & family,1938-02-24,86.0,Male,United States,United States,Hillsboro,Fashion & Retail,['Fashion & Retail'],True,Decreased
30,2024,4,31,39.6,Mateschitz,Mark,Mark Mateschitz,1992-05-07,31.0,Male,Austria,Austria,Salzburg,Food & Beverage,['Food & Beverage'],False,Increased
31,2024,4,32,39.2,Kuehne,Klaus-Michael,Klaus-Michael Kuehne,1937-06-02,86.0,Male,Germany,Switzerland,Schindellegi,Logistics,['Logistics'],False,Increased
32,2024,4,33,38.9,Huang,Colin,Colin Huang,1980-02-02,44.0,Male,China,China,Shanghai,Technology,['Technology'],True,Increased
33,2024,4,34,38.8,Schwarzman,Stephen,Stephen Schwarzman,1947-02-14,77.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
34,2024,4,35,38.5,Mars,Jacqueline,Jacqueline Mars,1939-10-10,84.0,Female,United States,United States,The Plains,Food & Beverage,['Food & Beverage'],False,Increased
35,2024,4,35,38.5,Mars,John,John Mars,1935-10-15,88.0,Male,United States,United States,Jackson,Food & Beverage,['Food & Beverage'],False,Increased
36,2024,4,37,38.0,Schwarz,Dieter,Dieter Schwarz,1939-09-24,84.0,Male,Germany,Germany,Neckarsulm,Fashion & Retail,['Fashion & Retail'],False,Decreased
37,2024,4,38,37.3,Li,Ka-shing,Li Ka-shing,1928-06-13,95.0,Male,Hong Kong,Hong Kong,Hong Kong,Diversified,['Diversified'],True,Decreased
38,2024,4,39,36.9,Nadar,Shiv,Shiv Nadar,1945-07-18,78.0,Male,India,India,Delhi,Technology,['Technology'],True,Increased
39,2024,4,40,36.8,Wertheimer,Alain,Alain Wertheimer,1948-08-28,75.0,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],False,Increased
40,2024,4,40,36.8,Wertheimer,Gerard,Gerard Wertheimer,1951-01-09,73.0,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],False,Increased
41,2024,4,42,36.4,Griffin,Ken,Ken Griffin,1968-10-15,55.0,Male,United States,United States,Miami,Finance & Investments,['Finance & Investments'],True,Increased
42,2024,4,43,35.6,Scott,MacKenzie,MacKenzie Scott,1970-04-07,53.0,Female,United States,United States,Seattle,Technology,['Technology'],False,Increased
43,2024,4,44,34.0,Peterffy,Thomas,Thomas Peterffy,1944-09-30,79.0,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],True,Increased
44,2024,4,45,33.6,Wuerth,Reinhold,Reinhold Wuerth & family,1935-04-20,88.0,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],True,Increased
45,2024,4,46,33.5,Ding,William,William Ding,1971-10-01,52.0,Male,China,China,Hangzhou,Technology,['Technology'],True,Increased
46,2024,4,46,33.5,Jindal,Savitri,Savitri Jindal & family,1950-03-20,74.0,Female,India,India,Hisar,Metals & Mining,['Metals & Mining'],False,Increased
47,2024,4,48,33.1,Aponte,Gianluigi,Gianluigi Aponte,1940-06-27,83.0,Male,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],True,Increased
48,2024,4,48,33.1,Aponte-Diamant,Rafaela,Rafaela Aponte-Diamant,1945-03-26,79.0,Female,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],True,Increased
49,2024,4,50,33.0,Zhao,Changpeng,Changpeng Zhao,1977-02-05,47.0,Male,Canada,United Arab Emirates,Dubai,Finance & Investments,['Finance & Investments'],True,Increased
50,2024,4,51,32.7,Son,Masayoshi,Masayoshi Son,1957-08-11,66.0,Male,Japan,Japan,Tokyo,Finance & Investments,['Finance & Investments'],True,Increased
51,2024,4,52,32.1,Blavatnik,Len,Len Blavatnik,1957-06-01,66.0,Male,United States,United Kingdom,London,Diversified,['Diversified'],True,Remained Even
52,2024,4,53,32.0,Adelson,Miriam,Miriam Adelson & family,1945-10-10,78.0,Female,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],False,Decreased
53,2024,4,54,31.6,Pinault,François,François Pinault & family,1936-08-21,87.0,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],True,Decreased
54,2024,4,55,31.4,Simons,Jim,Jim Simons,1938-04-25,85.0,Male,United States,United States,East Setauket,Finance & Investments,['Finance & Investments'],True,Increased
55,2024,4,56,30.8,Rinehart,Gina,Gina Rinehart,1954-02-09,70.0,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],False,Increased
56,2024,4,57,30.2,Ma,Huateng,Ma Huateng,1971-10-29,52.0,Male,China,China,Shenzhen,Technology,['Technology'],True,Decreased
57,2024,4,58,29.0,Johnson,Abigail,Abigail Johnson,1961-12-19,62.0,Female,United States,United States,Milton,Finance & Investments,['Finance & Investments'],False,Increased
58,2024,4,59,28.6,Alekperov,Vagit,Vagit Alekperov,1950-09-01,73.0,Male,Russia,Russia,Moscow,Energy,['Energy'],True,Increased
59,2024,4,60,28.0,Saverin,Eduardo,Eduardo Saverin,1982-03-19,42.0,Male,Brazil,Singapore,Singapore,Technology,['Technology'],True,Increased
60,2024,4,60,28.0,Walton,Lukas,Lukas Walton,1986-09-19,37.0,Male,United States,United States,Chicago,Fashion & Retail,['Fashion & Retail'],False,Increased
61,2024,4,62,27.9,Larrea Mota Velasco,Germán,Germán Larrea Mota Velasco & family,1953-10-26,70.0,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],False,Increased
62,2024,4,63,27.7,Lee,Shau Kee,Lee Shau Kee,1928-01-29,96.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],True,Decreased
63,2024,4,64,27.6,Yass,Jeff,Jeff Yass,1958-07-17,65.0,Male,United States,United States,Haverford,Finance & Investments,['Finance & Investments'],True,Decreased
64,2024,4,65,27.5,Pignataro,Andrea,Andrea Pignataro,1970-06-10,53.0,Male,Italy,Switzerland,St. Moritz,Finance & Investments,['Finance & Investments'],True,Increased
65,2024,4,66,27.4,Low Tuck,Kwong,Low Tuck Kwong,1948-04-17,75.0,Male,Indonesia,Indonesia,Jakarta,Energy,['Energy'],True,Increased
66,2024,4,66,27.4,Mikhelson,Leonid,Leonid Mikhelson & family,1955-08-11,68.0,Male,Russia,Russia,Moscow,Energy,['Energy'],True,Increased
67,2024,4,68,27.3,Quandt,Stefan,Stefan Quandt,1966-05-09,57.0,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],False,Increased
68,2024,4,69,26.7,Shanghvi,Dilip,Dilip Shanghvi,1955-10-01,68.0,Male,India,India,Mumbai,Healthcare,['Healthcare'],True,Increased
69,2024,4,70,26.6,Lisin,Vladimir,Vladimir Lisin,1956-05-07,67.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],True,Increased
70,2024,4,71,26.5,Hartono,R. Budi,R. Budi Hartono,1941-01-01,83.0,Male,Indonesia,Indonesia,Kudus,Finance & Investments,['Finance & Investments'],False,Increased
71,2024,4,71,26.5,Klatten,Susanne,Susanne Klatten,1962-04-28,61.0,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],False,Decreased
72,2024,4,73,26.2,Frist,Thomas,"Thomas Frist, Jr. & family",1938-08-12,85.0,Male,United States,United States,Nashville,Healthcare,['Healthcare'],True,Increased
73,2024,4,73,26.2,Gilbert,Daniel,Daniel Gilbert,1962-01-17,62.0,Male,United States,United States,Franklin,Finance & Investments,['Finance & Investments'],True,Increased
74,2024,4,75,25.7,Fontbona,Iris,Iris Fontbona & family,1943-01-01,81.0,Female,Chile,Chile,Santiago,Metals & Mining,['Metals & Mining'],False,Increased
75,2024,4,76,25.5,Besnier,Emmanuel,Emmanuel Besnier,1970-09-18,53.0,Male,France,France,Laval,Food & Beverage,['Food & Beverage'],False,Increased
76,2024,4,76,25.5,Hartono,Michael,Michael Hartono,1939-10-02,84.0,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],False,Increased
77,2024,4,76,25.5,Mordashov,Alexey,Alexey Mordashov & family,1965-09-26,58.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],True,Increased
78,2024,4,79,25.2,Menard,John,"John Menard, Jr.",1940-01-22,84.0,Male,United States,United States,Eau Claire,Fashion & Retail,['Fashion & Retail'],True,Increased
79,2024,4,80,25.1,He,Xiangjian,He Xiangjian & family,1942-08-11,81.0,Male,China,China,Foshan,Manufacturing,['Manufacturing'],True,Increased
80,2024,4,81,24.5,Ma,Jack,Jack Ma,1964-09-10,59.0,Male,China,China,Hangzhou,Technology,['Technology'],True,Increased
81,2024,4,81,24.5,Marshall,Elaine,Elaine Marshall & family,1942-07-22,81.0,Female,United States,United States,Dallas,Diversified,['Diversified'],False,Returned to List
82,2024,4,83,24.3,Stephens,Autry,Autry Stephens,1938-03-08,86.0,Male,United States,United States,Midland,Energy,['Energy'],True,Increased
83,2024,4,84,24.0,Ofer,Eyal,Eyal Ofer,1950-06-02,73.0,Male,Israel,Monaco,Monte Carlo,Diversified,['Diversified'],False,Increased
84,2024,4,85,23.7,Potanin,Vladimir,Vladimir Potanin,1961-01-03,63.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],True,Remained Even
85,2024,4,86,23.4,Timchenko,Gennady,Gennady Timchenko,1952-11-09,71.0,Male,Russia,Russia,Moscow,Energy,['Energy'],True,Increased
86,2024,4,87,23.1,Takizaki,Takemitsu,Takemitsu Takizaki,1945-06-10,78.0,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],True,Increased
87,2024,4,88,23.0,Adani,Vinod,Vinod Adani,1949-01-10,75.0,Male,Cyprus,United Arab Emirates,Dubai,Diversified,['Diversified'],True,Increased
88,2024,4,89,22.9,Zeng,Robin,Robin Zeng,1969-01-01,55.0,Male,Hong Kong,China,Ningde,Automotive,['Automotive'],True,Decreased
89,2024,4,90,21.3,Poonawalla,Cyrus,Cyrus Poonawalla,1941-05-11,82.0,Male,India,India,Pune,Healthcare,['Healthcare'],False,Decreased
90,2024,4,91,21.1,Melnichenko,Andrey,Andrey Melnichenko & family,1972-03-08,52.0,Male,Russia,United Arab Emirates,Ras Al Khaimah,Metals & Mining,['Metals & Mining'],True,Decreased
91,2024,4,92,20.9,Hendricks,Diane,Diane Hendricks,1947-03-02,77.0,Female,United States,United States,Afton,Construction & Engineering,['Construction & Engineering'],True,Increased
92,2024,4,92,20.9,Singh,Kushal Pal,Kushal Pal Singh,1931-08-15,92.0,Male,India,United Kingdom,London,Real Estate,['Real Estate'],False,Increased
93,2024,4,94,20.6,Safra,Vicky,Vicky Safra & family,1953-01-01,71.0,Female,Brazil,Switzerland,Crans-Montana,Finance & Investments,['Finance & Investments'],False,Increased
94,2024,4,94,20.6,Schmidt,Eric,Eric Schmidt,1955-04-27,68.0,Male,United States,United States,Atherton,Technology,['Technology'],True,Increased
95,2024,4,94,20.6,Tepper,David,David Tepper,1957-09-11,66.0,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],True,Increased
96,2024,4,97,19.8,Cohen,Steve,Steve Cohen,1956-06-11,67.0,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],True,Increased
97,2024,4,98,19.7,Birla,Kumar,Kumar Birla,1967-06-14,56.0,Male,India,India,Mumbai,Diversified,['Diversified'],False,Increased
98,2024,4,99,19.6,Cohen,Rick,Rick Cohen & family,1952-07-25,71.0,Male,United States,United States,Keene,Technology,['Technology'],False,Increased
99,2024,4,100,19.5,Murdoch,Rupert,Rupert Murdoch & family,1931-03-11,93.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],False,Increased
100,2024,4,101,19.0,Forrest,Andrew ,Andrew Forrest & family,1961-11-18,62.0,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],True,Decreased
101,2024,4,102,18.5,Hamm,Harold,Harold Hamm & family,1945-12-11,78.0,Male,United States,United States,Oklahoma City,Energy,['Energy'],True,Remained Even
102,2024,4,103,18.3,Moskovitz,Dustin,Dustin Moskovitz,1984-05-22,39.0,Male,United States,United States,San Francisco,Technology,['Technology'],True,Increased
103,2024,4,104,18.0,Bren,Donald,Donald Bren,1932-05-11,91.0,Male,United States,United States,Newport Beach,Real Estate,['Real Estate'],True,Increased
104,2024,4,104,18.0,Kellnerova,Renata,Renata Kellnerova & family,1967-07-04,56.0,Female,Czech Republic,Czech Republic,Prague,Finance & Investments,['Finance & Investments'],False,Increased
105,2024,4,104,18.0,Platt,Michael,Michael Platt,1968-03-18,56.0,Male,United Kingdom,Switzerland,Geneva,Finance & Investments,['Finance & Investments'],True,Increased
106,2024,4,107,17.6,Damani,Radhakishan,Radhakishan Damani,1955-01-01,69.0,Male,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],True,Increased
107,2024,4,108,16.9,Fredriksen,John,John Fredriksen,1945-02-01,79.0,Male,Cyprus,United Kingdom,London,Logistics,['Logistics'],True,Increased
108,2024,4,109,16.8,Li,Eric,Eric Li,1963-06-01,60.0,Male,China,China,Hangzhou,Automotive,['Automotive'],True,Decreased
109,2024,4,110,16.6,Persson,Stefan,Stefan Persson,1947-10-04,76.0,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],False,Increased
110,2024,4,111,16.5,Ratcliffe,James,James Ratcliffe,1953-01-01,71.0,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],True,Decreased
111,2024,4,111,16.5,Triguboff,Harry,Harry Triguboff,1933-03-03,91.0,Male,Australia,Australia,Sydney,Real Estate,['Real Estate'],True,Increased
112,2024,4,113,16.4,Lemann,Jorge Paulo,Jorge Paulo Lemann & family,1939-08-26,84.0,Male,Brazil,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],True,Increased
113,2024,4,113,16.4,Mittal,Lakshmi,Lakshmi Mittal,1950-06-15,73.0,Male,India,United Kingdom,London,Metals & Mining,['Metals & Mining'],False,Decreased
114,2024,4,115,16.2,Jaipuria,Ravi,Ravi Jaipuria,1954-11-28,69.0,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],False,Increased
115,2024,4,115,16.2,Kroenke,Stanley,Stanley Kroenke,1947-07-29,76.0,Male,United States,United States,Electra,Sports,['Sports'],True,Increased
116,2024,4,117,16.1,Koum,Jan,Jan Koum,1976-02-24,48.0,Male,United States,United States,Atherton,Technology,['Technology'],True,Increased
117,2024,4,118,15.9,Albrecht Jr.,Karl,Karl Albrecht Jr. & family,1948-01-01,76.0,Male,Germany,Germany,New York,Fashion & Retail,['Fashion & Retail'],False,Increased
118,2024,4,118,15.9,Heister,Beate,Beate Heister,1951-01-01,73.0,Female,Germany,United States,New York,Fashion & Retail,['Fashion & Retail'],False,Increased
119,2024,4,120,15.8,Ofer,Idan,Idan Ofer,1955-10-02,68.0,Male,Israel,United Kingdom,London,Diversified,['Diversified'],False,Increased
120,2024,4,121,15.6,Puech,Nicolas,Nicolas Puech,1943-01-29,81.0,Male,France,Switzerland,Martigny,Fashion & Retail,['Fashion & Retail'],False,Increased
121,2024,4,122,15.5,Durov,Pavel,Pavel Durov,1984-10-10,39.0,Male,United Arab Emirates,United Arab Emirates,Dubai,Technology,['Technology'],True,Increased
122,2024,4,122,15.5,Qin,Yinglin,Qin Yinglin,1965-04-17,58.0,Male,China,China,Nanyang,Food & Beverage,['Food & Beverage'],True,Decreased
123,2024,4,124,15.4,Dalio,Ray,Ray Dalio,1949-08-08,74.0,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],True,Decreased
124,2024,4,125,15.3,Anschutz,Philip,Philip Anschutz,1939-12-28,84.0,Male,United States,United States,Denver,Finance & Investments,['Finance & Investments'],False,Increased
125,2024,4,126,15.1,Lauder,Leonard,Leonard Lauder,1933-03-19,91.0,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],False,Decreased
126,2024,4,126,15.1,Li,Xiting,Li Xiting,1951-01-01,73.0,Male,Singapore,China,Shenzhen,Healthcare,['Healthcare'],True,Decreased
127,2024,4,126,15.1,Woo,Peter,Peter Woo,1946-09-05,77.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],False,Decreased
128,2024,4,129,14.8,von Bechtolsheim,Andreas,Andreas von Bechtolsheim & family,1955-09-30,68.0,Male,Germany,United States,Palo Alto,Technology,['Technology'],True,Increased
129,2024,4,130,14.6,Kaiser,George,George Kaiser,1942-07-29,81.0,Male,United States,United States,Tulsa,Energy,['Energy'],False,Increased
130,2024,4,131,14.2,Wang,Chuanfu,Wang Chuanfu,1966-02-15,58.0,Male,China,China,Shenzhen,Automotive,['Automotive'],True,Decreased
131,2024,4,132,14.1,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,1954-06-30,69.0,Female,Netherlands,United Kingdom,London,Food & Beverage,['Food & Beverage'],False,Decreased
132,2024,4,132,14.1,Duffield,David,David Duffield,1940-09-21,83.0,Male,United States,United States,Incline Village,Technology,['Technology'],True,Increased
133,2024,4,132,14.1,Samueli,Henry,Henry Samueli,1954-09-20,69.0,Male,United States,United States,Newport Beach,Technology,['Technology'],True,Increased
134,2024,4,135,14.0,Albrecht,Theo,"Theo Albrecht, Jr. & family",1951-01-01,73.0,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],False,Decreased
135,2024,4,135,14.0,Black,Leon,Leon Black,1951-07-31,72.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
136,2024,4,137,13.8,Jones,Jerry,Jerry Jones,1942-10-13,81.0,Male,United States,United States,Dallas,Sports,['Sports'],True,Increased
137,2024,4,137,13.8,Wang,Wei,Wang Wei,1970-10-01,53.0,Male,China,China,Shenzhen,Service,['Service'],True,Decreased
138,2024,4,139,13.7,Green,David,David Green & family,1941-11-13,82.0,Male,United States,United States,Oklahoma City,Fashion & Retail,['Fashion & Retail'],True,Decreased
139,2024,4,140,13.6,Dyson,James,James Dyson,1947-05-02,76.0,Male,United Kingdom,United Kingdom,Gloucestershire,Manufacturing,['Manufacturing'],True,Increased
140,2024,4,140,13.6,Sun,David,David Sun,1951-10-12,72.0,Male,United States,United States,Irvine,Technology,['Technology'],True,Increased
141,2024,4,140,13.6,Tu,John,John Tu,1941-08-12,82.0,Male,United States,United States,Rolling Hills,Technology,['Technology'],True,Increased
142,2024,4,140,13.6,Walton,Christy,Christy Walton,1949-02-08,75.0,Female,United States,United States,Jackson,Fashion & Retail,['Fashion & Retail'],False,Increased
143,2024,4,144,13.4,Dang,Yanbao,Dang Yanbao,1973-02-01,51.0,Male,China,China,Yinchuan,Metals & Mining,['Metals & Mining'],True,Increased
144,2024,4,144,13.4,Dangote,Aliko,Aliko Dangote,1957-04-10,66.0,Male,Nigeria,Nigeria,Lagos,Manufacturing,['Manufacturing'],True,Decreased
145,2024,4,144,13.4,Salinas Pliego,Ricardo,Ricardo Salinas Pliego & family,1955-10-19,68.0,Male,Mexico,Mexico,Mexico City,Fashion & Retail,['Fashion & Retail'],False,Increased
146,2024,4,144,13.4,Usmanov,Alisher,Alisher Usmanov,1953-09-09,70.0,Male,Russia,Uzbekistan,Tashkent,Metals & Mining,['Metals & Mining'],True,Decreased
147,2024,4,148,13.3,Cannon-Brookes,Mike,Mike Cannon-Brookes,1979-11-17,44.0,Male,Australia,Australia,Sydney,Technology,['Technology'],True,Increased
148,2024,4,148,13.3,Kotak,Uday,Uday Kotak,1959-03-15,65.0,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],True,Increased
149,2024,4,150,13.1,Fridman,Mikhail,Mikhail Fridman,1964-04-21,59.0,Male,Russia,Russia,New York,Energy,['Energy'],True,Increased
150,2024,4,150,13.1,Lau,Joseph,Joseph Lau,1951-07-21,72.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],True,Decreased
151,2024,4,152,13.0,Farquhar,Scott,Scott Farquhar,1979-12-17,44.0,Male,Australia,Australia,Sydney,Technology,['Technology'],True,Increased
152,2024,4,153,12.8,Powell Jobs,Laurene,Laurene Powell Jobs & family,1963-11-06,60.0,Female,United States,United States,Palo Alto,Technology,['Technology'],False,Increased
153,2024,4,154,12.7,Goh,Cheng Liang,Goh Cheng Liang,1927-06-27,96.0,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],True,Decreased
154,2024,4,154,12.7,Roberts,George,George Roberts,1943-09-14,80.0,Male,United States,United States,Atherton,Finance & Investments,['Finance & Investments'],True,Increased
155,2024,4,156,12.6,Cheriton,David,David Cheriton,1951-03-29,73.0,Male,Canada,United States,Palo Alto,Technology,['Technology'],True,Increased
156,2024,4,156,12.6,Hildebrand,Jeffery,Jeffery Hildebrand,1959-03-05,65.0,Male,United States,United States,Houston,Energy,['Energy'],True,Increased
157,2024,4,156,12.6,Stumpf,Georg,Georg Stumpf,1972-09-14,51.0,Male,Austria,Austria,Vienna,Diversified,['Diversified'],True,Increased
158,2024,4,159,12.5,Chearavanont,Dhanin,Dhanin Chearavanont,1939-04-19,84.0,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],False,Decreased
159,2024,4,159,12.5,Povlsen,Anders Holch,Anders Holch Povlsen,1972-11-04,51.0,Male,Denmark,Denmark,Aarhus,Fashion & Retail,['Fashion & Retail'],False,Increased
160,2024,4,161,12.4,Englander,Israel,Israel Englander,1948-09-30,75.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
161,2024,4,162,12.2,Khan,Shahid,Shahid Khan,1950-07-18,73.0,Male,United States,United States,Naples,Automotive,['Automotive'],True,Increased
162,2024,4,162,12.2,Rupert,Johann,Johann Rupert & family,1950-06-01,73.0,Male,South Africa,South Africa,Cape Town,Fashion & Retail,['Fashion & Retail'],False,Increased
163,2024,4,164,12.1,Plattner,Hasso,Hasso Plattner & family,1944-01-21,80.0,Male,Germany,Germany,Heidelberg,Technology,['Technology'],True,Increased
164,2024,4,165,12.0,Kwong,Siu-hing,Kwong Siu-hing,1929-12-02,94.0,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],False,Decreased
165,2024,4,165,12.0,Premji,Azim,Azim Premji,1945-07-24,78.0,Male,India,India,Bangalore,Technology,['Technology'],False,Increased
166,2024,4,167,11.9,Nicholas,Henry,"Henry Nicholas, III.",1959-10-08,64.0,Male,United States,United States,Newport Coast,Technology,['Technology'],True,Increased
167,2024,4,168,11.8,Johnson,Edward,"Edward Johnson, IV.",1964-11-18,59.0,Male,United States,United States,Boston,Finance & Investments,['Finance & Investments'],False,Increased
168,2024,4,169,11.7,Doerr,John,John Doerr,1951-06-29,72.0,Male,United States,United States,Woodside,Finance & Investments,['Finance & Investments'],True,Increased
169,2024,4,169,11.7,Kravis,Henry,Henry Kravis,1944-01-06,80.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
170,2024,4,169,11.7,Smidt,Eric,Eric Smidt,1960-01-01,64.0,Male,United States,United States,Beverly Hills,Fashion & Retail,['Fashion & Retail'],True,Increased
